OrderID,CustomerID,OrderDate,TotalAmount
21188,1598,2023-03-05,4262.69
21189,40,2023-09-29,11228.35
21190,4656,2023-05-29,3471.95
21191,9605,2023-09-17,16363.06
21192,6603,2023-12-19,25118.73
21193,2800,2023-06-30,0.0
21194,4604,2023-11-01,14292.76
21195,1196,2023-01-25,3056.94
21196,3040,2023-11-17,5766.98
21197,2748,2024-07-19,8609.7
21198,4933,2023-03-31,10666.67
21199,861,2022-12-22,0.0
21200,2436,2023-05-18,8972.2
21201,7749,2023-08-15,0.0
21202,3201,2024-02-14,4102.09
21203,2626,2024-03-21,9854.5
21204,4565,2023-10-19,8956.6
21205,1475,2023-04-24,169.17
21206,7092,2023-07-18,0.0
21207,5645,2023-03-22,4578.34
21208,3405,2024-09-08,12098.77
21209,3296,2024-01-26,1362.84
21210,6972,2023-04-09,11819.52
21211,2387,2024-09-29,6350.12
21212,3035,2023-12-08,3941.54
21213,9370,2024-03-05,13426.0
21214,2462,2024-08-08,9916.3
21215,8807,2024-06-24,6045.0
21216,3701,2024-10-19,0.0
21217,2730,2023-04-12,14949.34
21218,6455,2024-05-10,14823.21
21219,8310,2023-04-28,3735.76
21220,4817,2024-01-25,10640.15
21221,3724,2023-07-28,14584.18
21222,8074,2023-11-09,8960.66
21223,3932,2024-11-13,9696.58
21224,8153,2022-12-30,13879.17
21225,3449,2024-11-06,4633.1
21226,9229,2023-04-12,9574.71
21227,3829,2024-11-01,4836.72
21228,651,2024-03-07,5589.48
21229,8945,2023-01-10,2981.36
21230,8844,2023-12-30,4681.99
21231,1902,2024-02-22,3183.53
21232,2857,2023-08-30,7454.06
21233,7679,2024-04-21,14171.74
21234,3337,2024-11-07,5119.8
21235,5801,2024-06-10,6209.2
21236,2088,2023-02-09,7180.28
21237,5043,2024-09-26,11013.54
21238,2904,2023-02-03,14766.78
21239,3743,2023-02-13,8778.05
21240,4021,2024-08-28,8714.46
21241,8050,2023-06-07,3996.96
21242,1108,2023-07-06,2070.44
21243,7741,2024-01-15,5945.94
21244,4027,2022-12-29,1358.96
21245,8004,2024-04-26,508.43
21246,7101,2023-09-03,5993.83
21247,4607,2024-04-25,17308.11
21248,6233,2023-07-09,15776.0
21249,8787,2024-02-06,9692.18
21250,4649,2023-03-09,4636.62
21251,699,2023-11-08,3456.84
21252,7183,2024-07-20,8635.38
21253,934,2023-09-03,1227.24
21254,1556,2024-07-02,2182.95
21255,9744,2023-08-09,8575.17
21256,398,2023-06-11,4683.07
21257,8712,2023-09-03,8403.99
21258,9821,2024-10-01,6936.72
21259,5652,2023-08-27,6831.07
21260,5411,2024-04-17,1796.8
21261,701,2024-06-02,4762.12
21262,9542,2023-12-10,7832.34
21263,6120,2024-02-08,1927.46
21264,6022,2022-12-23,13658.67
21265,538,2024-03-31,5056.3
21266,2278,2023-09-30,7426.7
21267,2073,2023-04-23,16347.31
21268,8447,2023-01-10,10648.59
21269,6909,2024-11-14,3345.8
21270,7718,2023-10-29,16466.25
21271,8678,2023-08-21,21624.59
21272,2293,2024-04-12,4727.44
21273,7863,2024-09-26,1282.87
21274,2521,2024-09-05,5291.5
21275,2542,2023-08-11,2968.3
21276,3561,2023-06-17,8764.69
21277,2516,2024-01-06,0.0
21278,9723,2023-10-09,16742.51
21279,3544,2023-09-28,5390.64
21280,785,2023-09-26,396.68
21281,9709,2023-07-04,0.0
21282,2169,2024-11-18,6665.67
21283,2521,2024-03-27,10179.9
21284,7084,2024-02-14,1961.3
21285,158,2024-11-15,17524.43
21286,2773,2023-02-23,10114.7
21287,3657,2024-05-25,5415.11
21288,9450,2024-05-07,4109.07
21289,9302,2024-12-02,11912.5
21290,6981,2023-08-26,3539.76
21291,3039,2023-09-02,4547.96
21292,8400,2023-02-19,5744.48
21293,8455,2024-12-16,0.0
21294,1245,2023-12-01,2061.98
21295,5459,2023-01-09,11873.39
21296,348,2023-12-11,4772.66
21297,8067,2024-05-25,2303.08
21298,4352,2024-09-28,3699.08
21299,4201,2024-01-10,596.05
21300,2668,2023-09-13,14470.7
21301,8207,2023-07-17,6977.26
21302,5386,2024-05-19,7572.17
21303,8916,2023-07-26,11450.06
21304,3933,2024-09-28,4549.49
21305,700,2024-10-03,15832.7
21306,22,2023-06-05,11268.67
21307,7211,2023-10-13,8302.81
21308,2607,2024-10-25,7605.21
21309,7551,2024-02-07,1618.65
21310,4482,2023-12-12,6961.41
21311,9590,2023-07-05,15478.4
21312,8445,2022-12-27,4859.69
21313,541,2023-10-21,22348.95
21314,1254,2023-02-06,16832.2
21315,6121,2023-02-01,1671.26
21316,4219,2023-12-07,4306.24
21317,2354,2024-02-25,9518.91
21318,3496,2024-07-13,5092.82
21319,3675,2024-01-08,3018.31
21320,8001,2023-09-18,8660.28
21321,2317,2022-12-26,3110.36
21322,9259,2024-03-26,15720.77
21323,8280,2023-10-16,9479.1
21324,3465,2023-07-13,21084.53
21325,7561,2023-09-23,4001.04
21326,7746,2024-03-03,2636.3
21327,9840,2023-11-25,0.0
21328,6517,2024-04-27,9011.86
21329,3524,2023-12-15,7231.7
21330,4285,2024-08-29,2634.3
21331,8646,2023-09-12,7367.45
21332,7106,2024-03-21,10778.82
21333,4911,2023-12-31,4254.41
21334,3648,2023-07-31,3552.24
21335,8438,2024-11-27,7277.47
21336,1249,2023-08-26,7035.61
21337,2353,2023-10-04,23263.92
21338,4424,2024-04-12,7339.44
21339,7138,2023-01-14,17759.86
21340,4931,2023-10-01,6063.64
21341,6325,2024-11-23,9719.03
21342,1069,2023-01-30,4665.17
21343,4739,2024-08-20,1320.54
21344,1077,2023-03-03,4751.28
21345,4566,2023-12-06,1938.85
21346,6951,2023-01-18,10287.71
21347,6129,2023-07-06,11048.99
21348,9375,2024-11-14,11152.24
21349,4391,2023-05-13,7795.22
21350,4866,2023-09-03,4730.47
21351,6144,2023-09-03,13411.56
21352,6355,2024-04-02,7431.37
21353,9840,2022-12-28,9580.95
21354,8064,2024-06-18,5682.2
21355,3925,2023-02-18,4310.2
21356,672,2024-01-13,7774.41
21357,9887,2024-12-16,10446.13
21358,8841,2024-09-22,5984.72
21359,9444,2023-11-09,9086.08
21360,2517,2024-09-17,0.0
21361,8002,2023-07-28,6843.19
21362,6941,2022-12-28,6729.48
21363,1306,2024-03-09,7660.55
21364,453,2023-03-28,8110.4
21365,2991,2023-06-04,14390.32
21366,8809,2023-06-30,622.04
21367,6131,2023-12-08,700.37
21368,4662,2023-12-15,10131.43
21369,8405,2023-04-03,9656.96
21370,8458,2023-06-18,7708.14
21371,5755,2023-12-23,256.85
21372,6320,2023-02-24,5983.06
21373,5470,2023-06-09,18245.48
21374,1705,2023-06-02,6868.36
21375,7262,2024-02-19,10144.15
21376,9587,2024-06-12,17171.15
21377,5011,2023-09-07,9898.09
21378,2845,2024-07-29,0.0
21379,1911,2023-06-14,17664.23
21380,7352,2023-09-27,7040.88
21381,943,2023-11-26,284.76
21382,13,2024-04-16,0.0
21383,4385,2024-06-16,6734.64
21384,4801,2024-08-06,3936.11
21385,8751,2024-05-05,17915.8
21386,3630,2024-02-27,997.8
21387,8606,2024-09-04,1887.42
21388,2805,2023-04-24,18235.58
21389,6877,2024-02-21,10052.39
21390,8091,2023-12-17,4405.36
21391,451,2024-07-13,5209.32
21392,6641,2023-02-27,4631.06
21393,4465,2022-12-25,7651.0
21394,9054,2023-11-19,12950.18
21395,4295,2023-04-08,5804.65
21396,985,2024-03-18,6996.33
21397,7406,2024-05-05,13262.47
21398,8776,2023-11-08,12237.96
21399,7444,2023-11-13,13305.06
21400,3352,2023-07-24,3431.3
21401,7595,2024-08-12,3961.02
21402,4208,2023-10-23,4483.96
21403,9008,2024-03-29,20328.13
21404,1630,2024-05-07,688.86
21405,5142,2023-09-13,0.0
21406,8596,2023-04-29,13113.8
21407,145,2024-10-14,7024.54
21408,7804,2023-06-18,15871.6
21409,6967,2022-12-27,8506.35
21410,604,2023-03-23,5352.02
21411,492,2024-04-18,1184.8
21412,7156,2023-05-08,4930.41
21413,210,2024-07-28,8437.78
21414,3660,2024-12-11,12735.05
21415,1527,2023-08-30,7716.2
21416,5011,2023-02-28,3035.06
21417,88,2023-04-08,24530.72
21418,6976,2024-06-11,7904.5
21419,276,2023-08-28,9810.11
21420,3209,2023-12-10,14987.31
21421,4918,2023-08-15,789.5
21422,9385,2023-02-24,2209.55
21423,6093,2024-11-01,8633.75
21424,7785,2024-09-19,6741.6
21425,5444,2024-06-28,4130.97
21426,3932,2024-05-03,1373.8
21427,5056,2024-04-14,11134.89
21428,2391,2023-04-05,0.0
21429,157,2023-05-01,8739.13
21430,7188,2023-07-29,6376.56
21431,6385,2023-06-01,2178.24
21432,1323,2023-11-03,11306.08
21433,695,2023-05-01,22218.49
21434,149,2023-10-27,11282.9
21435,1010,2024-10-11,3887.35
21436,8572,2023-12-20,1257.35
21437,7855,2023-03-12,216.2
21438,7533,2023-08-12,2964.49
21439,4128,2024-08-06,6962.84
21440,1770,2024-01-27,13662.19
21441,1702,2024-03-29,16582.96
21442,8764,2024-03-05,5173.71
21443,7520,2024-06-18,2408.92
21444,3823,2023-08-08,0.0
21445,3924,2024-02-24,754.6
21446,8622,2024-10-22,4407.11
21447,3902,2023-03-29,10030.3
21448,3010,2024-05-29,9721.43
21449,2011,2024-03-27,4135.61
21450,7744,2023-04-23,6158.93
21451,2980,2024-01-31,3858.44
21452,9661,2023-07-18,8866.54
21453,4844,2024-05-03,0.0
21454,1142,2024-04-04,12149.85
21455,1340,2023-10-02,223.2
21456,2833,2023-07-12,2037.96
21457,8561,2023-10-06,9370.12
21458,1249,2024-04-03,5855.4
21459,3912,2023-11-15,9108.88
21460,6530,2024-09-22,891.99
21461,6464,2024-09-25,10473.56
21462,7595,2022-12-27,28221.45
21463,5538,2024-05-05,14000.01
21464,3609,2024-08-11,252.12
21465,5413,2023-01-15,3559.28
21466,174,2023-05-16,12502.14
21467,4371,2023-04-24,9170.7
21468,7003,2023-02-27,7056.86
21469,2228,2023-03-08,16805.95
21470,2124,2024-04-30,6029.64
21471,1599,2023-04-22,0.0
21472,1104,2024-03-15,13191.81
21473,3917,2023-08-18,15200.91
21474,859,2024-03-31,3402.36
21475,7503,2024-06-26,8868.34
21476,2360,2023-01-13,8577.66
21477,2564,2023-09-24,7228.35
21478,2894,2023-04-07,7048.05
21479,2458,2023-08-06,16845.09
21480,1420,2023-10-03,20390.88
21481,2277,2023-04-27,5436.29
21482,8726,2023-12-06,7362.03
21483,8927,2023-11-26,7536.48
21484,3984,2023-03-30,1204.83
21485,3930,2024-12-07,139.88
21486,2233,2023-12-03,0.0
21487,8376,2023-07-06,11795.31
21488,2100,2023-11-30,0.0
21489,3225,2024-02-29,19392.58
21490,1307,2023-09-25,12045.91
21491,3969,2024-03-17,1739.96
21492,1491,2024-03-09,9921.44
21493,5583,2023-10-13,0.0
21494,509,2023-03-08,2890.61
21495,7825,2023-02-15,15152.08
21496,4011,2023-11-22,5244.07
21497,7027,2024-09-03,10645.03
21498,1585,2023-06-08,11755.08
21499,4773,2023-06-15,5276.58
21500,522,2023-03-29,12276.31
21501,1932,2023-01-16,6843.52
21502,695,2023-05-15,9621.48
21503,500,2023-12-30,2087.7
21504,4108,2023-02-21,8290.12
21505,3384,2023-07-31,6097.92
21506,3057,2024-03-07,0.0
21507,3439,2024-10-25,5213.69
21508,3254,2024-12-20,3609.18
21509,7820,2024-08-07,9280.21
21510,1556,2023-02-08,9324.04
21511,2329,2023-08-27,684.96
21512,8916,2023-09-29,3325.74
21513,6646,2023-07-21,5258.36
21514,946,2023-10-20,7408.19
21515,9913,2023-07-24,5623.02
21516,2270,2023-01-21,295.59
21517,6832,2024-11-28,11778.09
21518,5305,2023-11-05,15349.34
21519,9815,2024-02-24,22467.81
21520,2783,2023-04-01,14046.03
21521,6841,2023-11-25,7165.2
21522,5014,2024-03-21,0.0
21523,461,2024-04-10,5362.02
21524,2736,2023-11-05,0.0
21525,6944,2023-06-11,6208.04
21526,3863,2024-04-29,0.0
21527,3914,2023-12-03,4830.84
21528,8292,2023-11-13,7346.13
21529,9214,2024-09-26,8256.78
21530,5173,2024-03-01,0.0
21531,7482,2023-10-31,9339.95
21532,10000,2023-03-23,1301.54
21533,9966,2024-04-03,17838.14
21534,5024,2024-10-02,1430.32
21535,3107,2024-01-04,1800.84
21536,7385,2024-01-12,0.0
21537,1405,2023-12-24,684.96
21538,2289,2023-04-02,2366.79
21539,4208,2024-01-20,9895.08
21540,5041,2024-02-11,15200.89
21541,729,2024-05-03,6508.4
21542,8327,2024-08-21,13301.29
21543,4433,2023-08-05,11671.61
21544,4723,2024-08-09,10433.75
21545,2966,2023-08-02,3118.84
21546,3150,2023-12-04,1403.46
21547,1803,2024-08-01,0.0
21548,5462,2023-10-25,15726.22
21549,7688,2023-12-29,9622.54
21550,1848,2024-12-11,20877.77
21551,1292,2023-08-16,523.98
21552,5056,2024-06-19,5006.53
21553,9026,2024-10-17,14820.21
21554,6792,2023-06-10,3272.99
21555,6213,2024-12-09,6928.85
21556,7636,2023-06-18,9635.73
21557,3594,2023-01-13,12689.89
21558,3978,2023-08-29,14128.32
21559,4353,2023-12-24,13042.7
21560,356,2023-08-31,2378.35
21561,4914,2024-07-18,4179.24
21562,6717,2023-06-07,1166.22
21563,4595,2024-06-05,2429.99
21564,6341,2024-04-18,11293.56
21565,614,2023-03-15,3437.44
21566,5114,2024-04-07,6161.04
21567,4858,2023-07-16,0.0
21568,8688,2023-01-08,4488.0
21569,9177,2022-12-31,11460.11
21570,2067,2024-06-18,6441.74
21571,1777,2023-05-06,7369.2
21572,3111,2024-05-02,7750.65
21573,1331,2024-10-06,0.0
21574,2447,2023-11-29,6055.99
21575,5384,2023-07-03,14921.22
21576,7233,2023-03-21,12332.0
21577,6678,2024-04-26,4582.62
21578,9570,2024-09-26,10085.02
21579,889,2023-05-14,4018.04
21580,6335,2023-10-10,1561.0
21581,3999,2023-09-08,4075.92
21582,9766,2023-07-31,3894.14
21583,3634,2023-06-15,4325.6
21584,876,2024-05-10,0.0
21585,7955,2024-11-15,13008.94
21586,2192,2024-11-11,3523.53
21587,2243,2023-11-12,19945.85
21588,4208,2023-09-20,932.28
21589,4426,2024-10-18,8707.61
21590,7223,2023-12-16,8620.87
21591,5890,2023-05-19,5830.35
21592,1677,2024-03-02,10106.41
21593,8907,2024-10-07,0.0
21594,3529,2023-08-25,17115.07
21595,5002,2024-10-05,1821.82
21596,9347,2024-01-28,4177.84
21597,760,2023-01-06,12408.34
21598,4170,2023-08-09,495.06
21599,3770,2024-07-11,5755.01
21600,5030,2023-03-06,23017.15
21601,2908,2023-10-18,15013.79
21602,4566,2024-10-29,7707.84
21603,80,2023-11-11,12534.17
21604,2675,2023-06-17,10955.93
21605,1487,2023-06-28,8122.71
21606,8198,2024-03-17,3618.92
21607,3074,2023-07-17,23351.1
21608,7538,2023-12-25,10515.07
21609,1658,2023-01-04,3698.04
21610,8161,2024-07-28,1869.1
21611,171,2024-10-21,12224.94
21612,295,2023-07-09,11787.19
21613,6435,2023-06-28,8071.37
21614,8577,2023-10-23,0.0
21615,9055,2023-09-03,13195.85
21616,1458,2023-07-01,3070.62
21617,2267,2024-04-12,14413.82
21618,5337,2023-09-22,6872.79
21619,8232,2024-08-03,3944.87
21620,4918,2024-12-08,8677.89
21621,8738,2024-05-04,6942.96
21622,901,2023-06-25,7344.54
21623,4464,2023-05-28,7719.9
21624,5803,2023-10-08,1716.61
21625,2502,2024-11-01,11525.88
21626,3783,2024-09-24,9457.08
21627,2520,2024-12-05,11863.92
21628,7500,2023-06-24,10753.82
21629,700,2023-05-07,17884.1
21630,9315,2023-02-06,7639.68
21631,5941,2024-11-20,4095.64
21632,7877,2023-05-15,6491.54
21633,9604,2024-12-21,4498.44
21634,895,2024-05-17,10760.83
21635,6365,2024-01-03,963.94
21636,6173,2023-12-02,9216.35
21637,7320,2023-03-21,0.0
21638,4351,2023-09-17,26263.22
21639,2852,2024-04-10,5863.98
21640,7371,2024-11-02,10227.75
21641,6729,2024-10-10,5121.98
21642,6927,2024-08-18,5494.96
21643,7131,2024-04-09,7212.96
21644,8443,2024-03-15,7227.64
21645,6549,2023-07-22,4935.28
21646,5475,2023-06-13,0.0
21647,7619,2023-01-22,13777.48
21648,1092,2024-06-12,2281.7
21649,5474,2023-05-02,13125.93
21650,4138,2023-11-18,3414.61
21651,8239,2023-01-05,0.0
21652,6946,2024-10-07,427.14
21653,2746,2023-02-26,1456.22
21654,4320,2023-07-25,0.0
21655,4451,2024-10-28,5626.15
21656,7184,2024-08-22,7256.14
21657,6715,2023-09-18,18566.57
21658,6003,2024-07-31,6825.52
21659,7364,2023-11-28,2900.46
21660,7964,2023-03-30,1396.82
21661,8792,2024-04-05,14467.91
21662,6837,2023-06-26,5304.42
21663,2470,2024-11-03,7815.68
21664,1550,2023-11-29,14724.49
21665,2110,2024-06-21,19229.79
21666,801,2023-06-15,0.0
21667,5142,2024-11-30,13640.52
21668,3371,2024-03-09,8088.76
21669,5261,2024-06-10,3073.13
21670,8827,2023-10-13,22891.29
21671,10000,2024-03-06,11525.68
21672,9266,2023-08-23,0.0
21673,2652,2024-09-02,30999.25
21674,4704,2023-10-08,2656.75
21675,4005,2023-01-09,4112.16
21676,6369,2024-03-09,4614.87
21677,6886,2024-05-16,14512.46
21678,5085,2023-03-31,0.0
21679,3434,2024-08-08,15745.62
21680,3558,2024-09-13,10881.49
21681,5337,2024-01-15,6943.55
21682,4999,2024-09-25,13402.91
21683,3914,2024-11-11,15348.49
21684,9031,2024-09-17,3310.82
21685,9579,2024-01-18,2498.22
21686,3179,2023-03-02,4459.95
21687,536,2023-03-23,7965.73
21688,5792,2024-11-20,11314.06
21689,8934,2023-02-04,28076.25
21690,3831,2024-01-09,6279.23
21691,1547,2024-01-29,8442.49
21692,5251,2024-07-22,7239.66
21693,7420,2024-10-22,18560.33
21694,4477,2023-01-16,17519.65
21695,2584,2024-06-20,16212.13
21696,2226,2024-07-11,17681.6
21697,3700,2023-03-05,8582.53
21698,5175,2023-09-12,19612.31
21699,3691,2022-12-23,0.0
21700,2377,2024-05-14,281.12
21701,8434,2023-11-20,13148.86
21702,819,2023-02-07,1152.28
21703,3103,2024-01-16,16102.09
21704,4145,2023-04-29,10438.79
21705,2547,2023-10-07,8947.96
21706,8913,2024-01-17,22379.59
21707,9066,2024-02-28,3994.58
21708,3483,2023-08-30,4134.18
21709,2247,2024-11-01,30558.14
21710,5293,2024-06-06,2740.66
21711,3705,2023-10-02,3055.56
21712,273,2024-10-18,0.0
21713,7781,2023-12-30,10254.71
21714,8083,2023-08-26,4555.61
21715,4862,2024-02-12,16103.33
21716,4348,2023-02-11,18439.93
21717,5143,2024-01-21,1639.02
21718,9105,2024-05-22,7338.97
21719,4524,2024-08-22,10491.52
21720,1931,2023-01-09,784.51
21721,3080,2023-09-15,15238.43
21722,8750,2023-08-06,12271.03
21723,509,2024-02-05,17646.52
21724,3990,2024-08-26,5256.8
21725,7381,2023-01-31,999.65
21726,2338,2024-01-20,8145.79
21727,5102,2023-07-17,7514.59
21728,829,2024-11-23,1362.0
21729,8005,2023-06-24,2300.22
21730,3314,2024-03-06,16327.9
21731,3182,2024-05-27,5813.92
21732,5750,2024-04-01,6206.85
21733,5199,2024-09-02,10006.4
21734,1456,2024-12-06,2883.79
21735,182,2023-06-10,9639.9
21736,2954,2024-07-20,20733.26
21737,9872,2023-10-19,10312.61
21738,6948,2024-09-29,1878.94
21739,5036,2024-06-03,10332.51
21740,4998,2023-06-16,1510.73
21741,8047,2023-06-16,5074.12
21742,4929,2023-06-23,8061.99
21743,7441,2023-12-18,1624.49
21744,2977,2024-09-30,0.0
21745,6288,2024-07-12,4597.48
21746,1166,2023-06-19,13676.11
21747,5889,2023-09-08,8057.5
21748,5952,2023-06-02,5180.05
21749,739,2024-04-28,740.28
21750,98,2022-12-26,7851.5
21751,61,2024-06-15,7123.34
21752,986,2023-05-20,0.0
21753,9004,2023-05-12,0.0
21754,7291,2024-10-04,4379.87
21755,5656,2024-06-26,3816.2
21756,4365,2023-02-14,10241.66
21757,5022,2024-08-18,26019.02
21758,5575,2023-12-18,3809.88
21759,7123,2024-03-06,7421.86
21760,1879,2023-07-17,1431.66
21761,8811,2024-06-08,7525.17
21762,3243,2023-04-22,14786.08
21763,9294,2024-03-16,4780.36
21764,3642,2024-12-05,1813.64
21765,1748,2023-05-03,5213.99
21766,9605,2024-01-06,1992.18
21767,7190,2023-08-21,17844.16
21768,8856,2024-04-27,9270.01
21769,7332,2023-04-14,7390.42
21770,2474,2023-09-09,0.0
21771,4204,2023-06-09,0.0
21772,8452,2024-06-16,9227.6
21773,3648,2023-05-03,11106.33
21774,630,2024-04-19,6091.08
21775,9382,2024-01-10,10574.92
21776,907,2023-11-24,6468.37
21777,5989,2024-05-02,9924.03
21778,4110,2024-08-22,2575.46
21779,3318,2023-08-24,4297.45
21780,2681,2023-10-12,22255.56
21781,8278,2024-07-26,9916.86
21782,9201,2023-05-14,8818.92
21783,1288,2023-11-06,11551.06
21784,4044,2023-01-20,2910.69
21785,8755,2024-01-08,1298.04
21786,8309,2023-06-09,10417.44
21787,8555,2024-01-04,8722.5
21788,3781,2022-12-30,22325.5
21789,7681,2023-05-21,3143.84
21790,8843,2023-04-08,6390.0
21791,8457,2023-04-18,7617.43
21792,5159,2024-06-16,1612.12
21793,6126,2023-07-29,6666.55
21794,3365,2023-09-24,7239.3
21795,2113,2023-11-26,18629.33
21796,7795,2023-05-22,1160.66
21797,8903,2023-09-21,26724.1
21798,3641,2024-09-04,2369.6
21799,7528,2024-03-11,19552.57
21800,579,2023-08-13,6254.26
21801,2287,2023-03-21,0.0
21802,1525,2023-04-28,9777.67
21803,3324,2024-03-29,7638.9
21804,9559,2024-11-10,709.8
21805,6675,2023-07-19,16856.97
21806,3406,2023-08-13,6200.82
21807,1138,2024-01-13,12044.1
21808,7745,2024-12-11,3876.42
21809,4904,2023-10-25,14455.56
21810,5697,2024-03-03,12676.29
21811,1404,2023-01-20,12816.59
21812,1462,2023-11-13,2680.43
21813,6860,2023-09-17,7776.6
21814,7524,2023-03-01,10716.34
21815,6852,2023-05-12,5146.21
21816,1878,2023-07-13,18373.08
21817,1512,2023-01-30,692.03
21818,2603,2023-08-17,20590.41
21819,6490,2023-11-16,1285.4
21820,6666,2023-05-16,0.0
21821,9064,2023-08-18,0.0
21822,2430,2024-08-02,17078.5
21823,2533,2023-08-02,1243.89
21824,3578,2024-01-30,5320.23
21825,7693,2024-08-26,8736.66
21826,7505,2022-12-24,7460.43
21827,2385,2023-09-09,15547.67
21828,6728,2023-11-02,7917.41
21829,8125,2023-01-14,2587.36
21830,6152,2024-02-16,1473.78
21831,9338,2024-09-06,5114.28
21832,1114,2024-04-12,0.0
21833,7349,2024-08-11,11802.32
21834,2496,2023-12-10,3249.15
21835,9791,2024-10-24,4502.04
21836,6163,2024-11-21,0.0
21837,5018,2023-08-25,10926.97
21838,8438,2023-01-16,3713.1
21839,8850,2024-12-09,0.0
21840,7147,2023-08-29,6484.43
21841,6993,2023-03-25,6332.76
21842,2126,2023-05-21,6685.04
21843,4824,2024-12-08,604.05
21844,6194,2023-04-23,1027.4
21845,6642,2023-12-17,5987.72
21846,2825,2024-03-21,9657.06
21847,4837,2023-11-26,11877.51
21848,5564,2024-04-07,11470.82
21849,7539,2023-03-30,4033.84
21850,2234,2023-03-29,15522.1
21851,9647,2024-08-10,0.0
21852,9464,2024-02-11,7849.28
21853,2617,2023-12-18,7288.3
21854,1282,2023-03-16,11024.69
21855,1333,2023-01-10,1651.0
21856,5783,2024-08-02,769.07
21857,3678,2024-12-02,10033.6
21858,6154,2023-07-22,5202.09
21859,8562,2024-07-03,9880.28
21860,5310,2024-02-08,9155.43
21861,3209,2023-06-19,8497.76
21862,2604,2024-09-22,7231.07
21863,1536,2023-01-03,1805.28
21864,5691,2023-07-06,8229.39
21865,152,2023-08-30,188.54
21866,5184,2023-03-30,3761.36
21867,5553,2023-03-28,12733.79
21868,3246,2023-02-25,7903.28
21869,2229,2023-09-13,15930.74
21870,3225,2023-11-19,7714.74
21871,7736,2023-10-06,3163.83
21872,4171,2024-02-06,7336.3
21873,4525,2024-06-19,6009.44
21874,4305,2023-05-17,7369.2
21875,3560,2024-09-02,15284.76
21876,5967,2023-01-01,12888.65
21877,5603,2024-04-08,1821.82
21878,170,2024-07-09,6322.38
21879,3406,2023-03-26,0.0
21880,4389,2024-02-19,10873.91
21881,1323,2024-06-29,6351.22
21882,925,2023-04-11,540.82
21883,7213,2024-09-24,9163.02
21884,7367,2023-04-29,3985.84
21885,3962,2023-08-31,13459.52
21886,762,2023-11-07,12908.77
21887,9456,2024-09-26,5843.92
21888,1667,2023-12-22,25280.61
21889,7587,2023-06-05,2544.17
21890,5992,2023-12-28,5472.76
21891,7667,2024-07-09,1764.11
21892,9813,2024-02-25,766.2
21893,6955,2024-12-08,3524.02
21894,3025,2023-12-18,6753.34
21895,610,2024-02-16,11982.52
21896,1684,2024-01-30,5240.73
21897,562,2024-11-30,19620.85
21898,5429,2024-11-22,7288.35
21899,471,2023-09-09,21361.44
21900,5922,2023-12-18,3149.25
21901,5706,2023-09-30,10579.24
21902,5145,2023-12-25,7981.86
21903,9730,2024-06-23,6280.96
21904,1041,2023-11-11,0.0
21905,2392,2023-02-21,1241.24
21906,6508,2024-01-29,0.0
21907,9245,2023-03-14,4379.05
21908,1315,2023-04-23,1860.5
21909,7427,2024-11-19,18004.44
21910,729,2023-03-31,7034.8
21911,2176,2024-08-05,4912.07
21912,7085,2023-03-31,4486.16
21913,1490,2024-04-22,5929.85
21914,5588,2024-02-28,1137.2
21915,3753,2024-07-19,11262.54
21916,5179,2023-01-22,3128.84
21917,4700,2023-06-27,18266.64
21918,873,2024-04-16,1173.85
21919,7591,2024-03-03,1644.96
21920,6952,2023-04-08,14276.98
21921,6573,2023-09-21,6728.83
21922,2961,2023-04-03,10389.75
21923,1272,2023-10-23,1446.34
21924,8105,2024-05-06,16026.41
21925,6235,2024-06-11,7799.91
21926,1789,2023-12-01,4041.67
21927,4371,2024-05-02,2447.84
21928,8475,2023-06-12,7542.84
21929,4611,2023-01-28,12576.36
21930,7329,2024-12-03,6419.24
21931,2254,2023-12-10,19099.29
21932,1326,2024-08-21,8835.28
21933,1271,2023-12-27,6052.25
21934,1199,2023-03-02,5542.05
21935,1634,2023-03-08,5498.2
21936,7800,2023-02-23,0.0
21937,9123,2024-03-21,2164.8
21938,3632,2024-08-27,9228.19
21939,4555,2023-12-19,2589.8
21940,4158,2023-01-19,5767.96
21941,5895,2023-01-20,17655.16
21942,9441,2023-09-07,16557.07
21943,2040,2024-07-16,12118.32
21944,7433,2024-08-05,13948.2
21945,6229,2024-01-22,14731.22
21946,8168,2024-12-18,8262.77
21947,5168,2024-05-16,13575.82
21948,883,2024-10-18,16289.99
21949,2144,2024-09-16,2015.15
21950,7447,2024-11-28,480.9
21951,5424,2023-04-07,9529.19
21952,7993,2023-04-27,3841.4
21953,6249,2024-07-23,14911.18
21954,1279,2023-05-22,11014.83
21955,5920,2024-12-14,0.0
21956,5071,2023-01-15,14086.78
21957,1949,2024-03-23,3435.09
21958,6998,2024-02-24,6007.32
21959,6306,2024-02-22,4356.97
21960,4724,2024-09-12,13084.51
21961,9829,2023-12-20,3458.07
21962,4821,2024-01-25,6585.04
21963,311,2024-07-05,3728.95
21964,5522,2024-04-04,489.78
21965,2179,2023-08-26,10393.86
21966,6128,2024-10-21,6983.4
21967,1971,2024-05-06,13557.92
21968,1030,2024-11-15,6261.0
21969,8067,2023-08-21,9485.23
21970,5321,2023-07-11,4838.12
21971,4415,2024-02-16,20946.23
21972,2783,2024-03-14,4556.52
