ProductID,ProductName,Category,Price
824,Black Two,Beauty,1477.29
825,Show Pattern,Clothing,727.68
826,Throw Any,Books,1679.54
827,Receive Room,Books,1037.83
828,Mother Ahead,Books,890.62
829,Skill Audience,Beauty,555.78
830,Change Interest,Clothing,773.18
831,Necessary Just,Clothing,1622.19
832,Situation Cup,Clothing,948.81
833,Lay Air,Beauty,719.74
834,Until Light,Clothing,339.75
835,Action Business,Books,1548.79
836,Against Least,Books,1165.23
837,Teach Identify,Home,1891.48
838,Marriage From,Beauty,49.88
839,Enough Bed,Home,1387.81
840,Pass Series,Clothing,163.26
841,Seat Price,Clothing,1646.61
842,Education Few,Books,1122.79
843,Drop Listen,Home,216.2
844,Analysis Look,Beauty,1985.17
845,According Bad,Clothing,1232.29
846,Certainly Performance,Home,1923.27
847,Choose Area,Books,1865.73
848,Never May,Books,1736.07
849,War Share,Books,894.47
850,Management Nation,Home,240.45
851,System Free,Electronics,1670.36
852,Quite Believe,Clothing,697.6
853,Five Magazine,Clothing,1623.98
854,Always Knowledge,Clothing,1465.7
855,Participant Space,Books,1458.25
856,Simple Teach,Clothing,943.71
857,Thus Citizen,Books,1381.48
858,Personal Easy,Electronics,185.94
859,Father Put,Beauty,781.66
860,Visit Itself,Books,1746.47
861,Pattern Deep,Electronics,1222.42
862,Forward Such,Electronics,1269.99
863,Car Compare,Home,873.65
864,Point Standard,Clothing,90.17
865,Woman Admit,Home,754.6
866,Learn Remember,Books,1021.82
867,Others Two,Clothing,1557.62
868,Traditional Audience,Electronics,1202.41
869,Event Cause,Clothing,777.47
870,Wife East,Clothing,647.45
871,Toward Increase,Electronics,183.71
872,Pick Detail,Home,446.28
873,Garden Read,Clothing,1741.76
874,Force Figure,Home,788.93
875,Score Once,Home,757.4
876,Strong Between,Electronics,309.39
877,Policy Since,Electronics,718.29
878,Gun Arm,Beauty,1473.78
879,Agent Probably,Electronics,45.3
880,Station Media,Books,698.74
881,Similar Audience,Clothing,1049.75
882,Around Four,Books,1990.84
883,Television Tv,Home,906.82
884,Particular Standard,Home,926.62
885,Cold Future,Home,344.43
886,Fast Score,Electronics,167.23
887,Kind Resource,Clothing,1859.47
888,Investment Occur,Beauty,1535.31
889,Them Authority,Beauty,885.67
890,Raise Improve,Home,722.23
891,Run Remember,Beauty,1011.37
892,Want Theory,Beauty,1665.22
893,Character Cultural,Home,884.9
894,Human Feeling,Beauty,1135.09
895,Writer While,Clothing,1504.82
896,Community Require,Books,1591.85
897,Not Return,Electronics,1267.55
898,Foot Term,Beauty,362.36
899,Wish Decision,Clothing,1706.6
900,Cold You,Clothing,956.54
901,Contain International,Home,1560.72
902,Perhaps Such,Books,1741.71
903,Full Feel,Beauty,1832.16
904,Republican Staff,Beauty,698.61
905,Discover Write,Clothing,1543.98
906,Admit Economic,Home,748.06
907,Worry Maybe,Books,726.9
908,Democratic Very,Beauty,58.57
909,Lawyer His,Books,357.5
910,Wonder Tree,Home,142.38
911,Adult Charge,Clothing,1263.08
912,Option Start,Home,667.64
913,However Part,Beauty,799.12
914,Compare Tend,Home,1903.82
915,Full Face,Electronics,1290.55
916,Person Control,Home,156.02
917,Among Body,Clothing,509.71
918,Remember Two,Electronics,997.24
919,Loss Police,Clothing,1406.76
920,While Ask,Books,1465.95
921,Oil Discover,Electronics,1694.15
922,Girl Instead,Electronics,1884.66
923,Likely Minute,Beauty,1703.21
924,Throw Price,Beauty,296.57
925,Threat Blue,Clothing,1204.33
926,Child Any,Clothing,1600.21
927,Page Condition,Books,240.38
928,Police Play,Clothing,239.98
929,Pull Impact,Home,379.14
930,Budget Or,Books,1818.82
931,Push Accept,Beauty,140.07
932,Especially Style,Books,583.08
933,Behind Young,Clothing,149.61
934,Fly National,Home,1036.95
935,Candidate Focus,Beauty,449.06
936,Consumer Station,Books,1231.94
937,Six Camera,Home,295.72
938,We Very,Beauty,242.02
939,Identify Line,Books,1900.48
940,Fact Degree,Beauty,642.7
941,Training Tell,Electronics,802.77
942,Already Bill,Clothing,950.92
943,Doctor Key,Beauty,1427.92
944,Bank Ready,Home,1044.46
945,Live Brother,Clothing,1344.56
946,Become Cell,Home,846.98
947,Impact Reduce,Books,647.23
948,Notice Eye,Electronics,319.15
949,Happen Explain,Electronics,1913.05
950,Follow Finish,Clothing,91.18
951,Example Wide,Beauty,236.6
952,Dog Education,Beauty,1216.19
953,Experience Nature,Books,1982.32
954,Arm Meeting,Books,48.74
955,Race Fire,Clothing,728.11
956,Kitchen Lot,Clothing,1392.34
957,Camera Knowledge,Beauty,1255.16
958,Everybody Democrat,Clothing,633.49
959,Sing Field,Home,940.34
960,International Local,Clothing,1132.18
961,Next Seek,Beauty,887.82
962,Poor Court,Beauty,1756.42
963,Travel Look,Beauty,1012.32
964,Word Man,Electronics,124.28
965,Data Work,Books,1721.81
966,Use Of,Home,1955.66
967,Whole Model,Electronics,669.23
968,Old Show,Beauty,1397.91
969,Ever Race,Electronics,1096.14
970,Side Their,Books,686.9
971,Cover Pass,Home,1826.0
972,Lose Better,Electronics,340.5
973,Process Store,Clothing,259.72
974,Ever At,Electronics,444.47
975,Walk Include,Clothing,1035.27
976,His Field,Beauty,1649.61
977,Walk Wide,Clothing,733.26
978,Report Claim,Books,893.15
979,Ok Really,Books,170.75
980,Billion Third,Beauty,1701.18
981,Southern Discover,Books,1770.53
982,Room Not,Home,1644.96
983,My Successful,Books,286.73
984,Service Trade,Electronics,1579.47
985,Chance Figure,Books,1427.37
986,Human Safe,Electronics,1311.3
987,Seem Collection,Beauty,694.39
988,Since Increase,Home,1386.68
989,Star Agree,Books,1039.47
990,Nice Evidence,Beauty,1152.28
991,Boy Child,Electronics,246.76
992,Face Huge,Home,766.2
993,A Newspaper,Home,126.32
994,Expect Gun,Books,1797.78
995,Evening Hot,Beauty,449.19
996,People Record,Electronics,1465.36
997,Interest Lawyer,Electronics,819.95
998,Today Force,Books,301.74
999,Thus Student,Beauty,1217.76
1000,Late Discover,Clothing,1481.88
